Ano,País,País 1,Pais 2,Título US,Título Original,Diretor,Watchedby,Listado (qtd),Liked,Ranking,Fans,Rating,Duração,Sinopse,Gênero,Gênero 1,Gênero 2,Gênero 3,Temas,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5
2013,['Brazil'],Brazil,--,Os Irmãos Mai,Os Irmãos Mai,Thais Fujinaga,126,28,20, ,1,3.5,More, ,[],--,--,--,--,-,-,--,--,--
1957,['Brazil'],Brazil,--,O Gato de Madame,O Gato de Madame,Agostinho Martins Pereira,93,36,8, ,1,3.4,90,Rich woman offers a large sum of money to whomever finds her stray cat.,['comedy'],comedy,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Beco,Beco,Camilo Cavalcante,31,45,6, ,0, ,72, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2002,['Brazil'],Brazil,--,The Devil Baby Was Born in São Paulo,‘Nasceu o Bebê Diabo em São Paulo’,Renata Druck,69,24,12, ,0,3.1,51,"An investigation into three São Paulo urban legends: The Devil Baby, the Blonde of the Bathroom and the Clown Gang. Originated in rumours, they were reported by the extinct tabloid Notícias Populares (NP) at different times. From this search, a universe is revealed where fantasy and reality are confused.",['documentary'],documentary,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Território do Brincar,Território do Brincar,David Reeks,89,24,25, ,0,3.9,90,A documentary about child gestures.,['documentary'],documentary,--,--,--,-,-,--,--,--
1974,['Brazil'],Brazil,--,The Star Rises,‘A Estrela Sobe’,Bruno Barreto,48,50,14, ,1, ,105,"A veteran popular singer remembers her early days before fame as a humble woman who faced many obstacles in order to achieve fame, notoriety and make her dreams come true. Her life, the songs, the men she knew and helped her on her ladder to success all have a big influence on her life.",['drama'],drama,--,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,saberá me ver com vida,saberá me ver com vida,João Pedro Faro,86,35,14, ,0, ,48,"An eldery woman travels back to her birthplace, next to her son.",['documentary'],documentary,--,--,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,Magalhães,Magalhães,Lucas Lazarini,108,13,32, ,0,3.7,22,"In the municipal elections of 1992, Magalhães Teixeira is elected mayor of Campinas. Film-file about a politician in campaign, the embarrassments of his team and the distrust of voters amid the impeachment of then-President Collor.",['documentary'],documentary,--,--,--,-,-,--,--,--
2014,"['Brazil', 'USA']",Brazil,USA,Dark Noir,Dark Noir,Rafael Grampá,101,36,16, ,0,3.5,4,"My name is Vincent Black. I’m a cursed man, I see things other people can’t…Damned from the day is was born, found on the streets with the rats. But I’ve always been one step ahead. I can see the world of ideas and the daemon creatures that live in it.","['animation', 'thriller']",animation,thriller,--,--,-,-,--,--,--
1995,['Brazil'],Brazil,--,Punk Rock Hardcore,Punk Rock Hardcore,Marcelo Gomes,76,20,14, ,0,3.6,More, ,"['documentary', 'music']",documentary,music,--,--,-,-,--,--,--
2005,['Brazil'],Brazil,--,Mais uma Vez Amor,Mais uma Vez Amor,Rosane Svartman,137,41,6, ,0,2.9,96,"In Rio de Janeiro, the teenagers Lia and Rodrigo have opposite behaviors and personalities. The clumsy Rodrigo is responsible and good student, while the emancipated Lia is totally irresponsible. They have their first sexual intercourse together on April 23rd, and they schedule to meet each other every year in the same date. Along the years, Rodrigo graduates in engineering and gets married with Clara (Christine Fernandes), having a son. The single mother Lia has a life without any commitment, moves to Paris and comes back to Brazil later. After a comedown, Rodrigo leaves his family and quits his job to live with Lia. Written by Claudio Carvalho, Rio de Janeiro, Brazil ×","['romance', 'comedy']",romance,comedy,--,--,-,-,--,--,--
1983,['Brazil'],Brazil,--,Chapeleiros,Chapeleiros,Adrian Cooper,81,39,16, ,0,3.6,More, ,['documentary'],documentary,--,--,--,-,-,--,--,--
1963,['Brazil'],Brazil,--,"Lampião, King of the Badlands","‘Lampião, Rei do Cangaço’",Carlos Coimbra,48,53,7, ,0, ,103, ,"['adventure', 'drama', 'action']",adventure,drama,action,--,-,-,--,--,--
2017,['Brazil'],Brazil,--,A Fera na Selva,A Fera na Selva,Paulo Betti,76,30,8, ,0,3.3,90, ,['drama'],drama,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Gypsy River,‘Rio Cigano’,Julia Zakia,76,38,8, ,1,3.3,81,A gypsy girl travels across the vast lands of Brazil to save her long lost childhood friend from a violent countess who drinks the blood of young women.,"['drama', 'fantasy', 'action']",drama,fantasy,action,--,-,-,--,--,--
2017,['Brazil'],Brazil,--,Exu Rei - Abdias do Nascimento,Exu Rei - Abdias do Nascimento,Bárbara Vento,83,39,21, ,0,3.6,23,"The African deity that brought in Brazil Together with the blacks, Exu is known as the orixá of communication, the guard of the streets and the human behavior. The short film of black culture and its assimilation by Brazilian art. In its subtext, the film honors one of the greatest activists of the black cause - the actor, the poet, the playwright and the politician - Abdias do Nascimento. The positioning of the documentary seeks to incorporate the fighting spirit, expressive and restless of Abdias: present link between characters, images and children of the film. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
2010,['Brazil'],Brazil,--,Soberano - Seis Vezes São Paulo,Soberano - Seis Vezes São Paulo,Carlos Nader,133,28,26, ,0,3.9,90,"Tells the stories of six national soccer titles won by São Paulo Futebol Clube, from the point of view of the fans.",['documentary'],documentary,--,--,--,-,-,--,--,--
2007,['Brazil'],Brazil,--,The Grain,‘O Grão’,Petrus Cariry,84,31,14, ,0,3.5,88,"The elderly Perpetua, feeling the approach of death, decides to prepare Zeca, her beloved grandson, to the inevitable. She tells him the story of a king and a queen, a wealthy and powerful couple who lost their only child but wishes to bring him back to life. Meanwhile, Damião e Josefa work hard to support their family and to prepare their daughter Fátima’s wedding. At the end, the tale told by Perpétua and the destiny of that family will cross.",['drama'],drama,--,--,--,-,-,--,--,--
2001,['Brazil'],Brazil,--,Marighella - Retrato Falado do Guerrilheiro,Marighella - Retrato Falado do Guerrilheiro,Silvio Tendler,83,30,13, ,0,3.4,More, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,Zimba,Zimba,Joel Pizzini,83,34,9, ,0,3.3,78,"The trajectory and artistic imagery of actor and director Zbigniew Ziembinski (1908-1978), precursor of modern theater in Latin America and master of generations of Brazilian actors. The polyphonic montage builds on vast unpublished material, covering half a century of performances, teletheaters and interviews by Zimba, as he was known – before and after fleeing Poland, on the eve of the invasion of Warsaw – and recreates fragments of Wedding Dress , a play by Nelson Rodrigues which the Polish-Brazilian director won a revolutionary montage in 1943. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
2017,['Brazil'],Brazil,--,Cora Coralina: Todas as Vidas,Cora Coralina: Todas as Vidas,Renato Barbieri,83,29,11, ,0,3.5,75,"All the lives of Cora Coralina in a poetic narrative in the voices, feelings and interpretations of six generations of great Brazilian actresses. A polyphony of the voices that inhabited Cora, revealed in prose, verse and images with its immense literary talent and human content. The film reveals the trajectory of Cora Coralina, from her childhood years to getting married and leaving Goiás, from the long period of 45 years lived in different cities in the state of São Paulo and her return to the City of Goiás, when she revealed herself to Brazil with the strength of his poetry. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
2001,['Brazil'],Brazil,--,1968 - Without Losing Tenderness,‘Barra 68 - Sem Perder a Ternura’,Vladimir Carvalho,92,41,16, ,0,3.5,More, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Tandem,Tandem,Vivian Altman,80,31,10, ,0,3.3,11,"The film invites us to share the intimacy of Hugo and Magda, a long standing couple, who are resigned to living out their fantasies independently of one another.",['animation'],animation,--,--,--,-,-,--,--,--
1976,"['Brazil', 'France']",Brazil,France,Bahia,‘Otalia de Bahia’,Marcel Camus,16,49,2, ,0, ,105, ,['drama'],drama,--,--,--,-,-,--,--,--
2020,"['Brazil', 'USA']",Brazil,USA,Same/Different/Both/Neither,‘Igual/Diferente/Ambas/Nenhuma’,Fernanda Pessoa,105,40,13, ,0,3.4,19,"In a period of isolation, far away from each other, 2 friends reconnect through video-letters, inspired by the poetic gaze of women experimental filmmakers: Marie Menken, Joyce Wieland, Gunvor Nelson, Yvonne Rainer. Fernanda is a Brazilian living in São Paulo, Adriana is a Mexican-Brazilian living in Los Angeles. They both share their inspiration while capturing the reality of these times.",['documentary'],documentary,--,--,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,Dê Lembranças a Todos,Dê Lembranças a Todos,Thiago Di Fiore,67,34,18, ,1,3.6,73,"Dorival Caymmi was one of the inventors of the Bahian imagination. In his 94 years of life, Caymmi composed, sang, wrote, illustrated and thought about his Bahia, even far from it. His family, partners, friends and fans remember his history, which made him one of the pillars of Brazilian culture.","['documentary', 'music']",documentary,music,--,--,-,-,--,--,--
2002,['Brazil'],Brazil,--,Gilberto Gil: Tempo Rei,Gilberto Gil: Tempo Rei,Andrucha Waddington,66,31,20, ,0,3.7,90,"Tempo Rei is the first audiovisual record of Gilberto Gil’s vast work, celebrating the artist’s thirty-year career, celebrated in 1996. Gil recalls his artistic trajectory, recalls striking facts and reveals some intimacies. Completely filmed on film, it includes great successes of the artist like Madalena, Cores Vivas, Vamos Fugir, Procissão and Expresso 2222.","['documentary', 'music']",documentary,music,--,--,-,-,--,--,--
1976,['Brazil'],Brazil,--,Libertários,Libertários,Lauro Escorel,69,39,10, ,0,3.5,29,"A Documentary about the history of the anarchist-led workers’ movement in Brazil. It shows the transformation of immigrants into the first urban workers and chronicles the most important strikes, the successes and defeats of the movement, from the end of the 19th Century until 1922.",['documentary'],documentary,--,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,"Aurora, the street that wanted to be a river",‘Aurora - A Rua que queria ser um rio’,Radhi Meron,91,42,33, ,0,3.8,10,"If the streets could talk, what would they say? Aurora is a sad and lonely street in a big city. On a day of heavy rain, she recalls her trajectory and dreams of the future and asks herself: is it possible for a street to die?",['animation'],animation,--,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,Untitled # 7 : Rare,‘Sem Título # 7: Rara’,Carlos Adriano,104,24,19, ,0,3.1,12, ,"['documentary', 'music']",documentary,music,--,--,-,-,--,--,--
2016,['Brazil'],Brazil,--,When The Days Were Endless,‘Quando os dias eram eternos’,Marcus Vinicius Vasconcelos,90,33,15, ,0,3.6,12,"A young man returns to home to look after his mother, who is suffering from a serious illness.","['drama', 'animation']",drama,animation,--,--,-,-,--,--,--
1973,['Brazil'],Brazil,--,"Tati, a Garota","Tati, a Garota",Bruno Barreto,65,37,14, ,0,3.3,More, ,['drama'],drama,--,--,--,-,-,--,--,--
2022,['Brazil'],Brazil,--,Bicho Azul,Bicho Azul,Rafael Spínola,95,14,22, ,0,3.5,7,Every love story is a ghost story.,"['mystery', 'fantasy']",mystery,fantasy,--,--,-,-,--,--,--
2008,['Brazil'],Brazil,--,Riding High,‘Alucinados’,Roberto Santucci,90,28,6, ,0,2.7,84,"Riding High is a psychological thriller about a crime that has become common in today’s Rio de Janeiro. The film takes us into the most dramatic day in the life of Julia, a housewife who is kidnapped in her armored car by Case and Sapeca, two young men from Rio’s slums. What seems at first sight to be a conflict between rich and poor turns into a much more complex plot linking the characters’ past and present.",['thriller'],thriller,--,--,--,-,-,--,--,--
1982,['Brazil'],Brazil,--,A Noite das Taras nº 2,A Noite das Taras nº 2,Ody Fraga,39,50,4, ,0, ,82,"In “Solo de Violino”, bank clerk and aspirant violinist Rodrigo is a serial killer. When his next door neighbor reveals that she is in love with his music and Rodrigo, he has difficulties in controlling his killing impulses. In “A Guerra da Malvina”, four female thieves break in the house of the porn star David Cardoso to rob money and jewelry, but they end having sex with the actor.",['comedy'],comedy,--,--,--,-,-,--,--,--
2006,['Brazil'],Brazil,--,Jango Bravo,Jango Bravo,João Amorim,81,15,16, ,1,2.9,More, ,"['action', 'western']",action,western,--,--,-,-,--,--,--
1972,['Brazil'],Brazil,--,Gafieira,Gafieira,Gerson Tavares,94,27,16, ,0,3.5,12,"One Saturday night at a Rio carnival. Filmed in the famous ‘Elite’, using direct sound, it faithfully documents all the stages of the party: the preparation of the hall, the bar, the regulars, the orchestra, the music, the dance and the characteristic types, all forming a large panel popular power and poetry.",[],--,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Nice to Meet You,‘Prazer em Conhecer’,Susanna Lira,62,53,6, ,0,3.1,72,"A documentary that looks over the contemporary LGBTQIA+ sexuality. The recent arrival in Brazil of two new forms of prevention – PrEP (Pre-Exposure Prophylaxis) and PEP (Post-Exposure Prophylaxis), drugs that promise greater efficacy against HIV/Aids transmission and contagion – enable an intense exercise of sexual practices, bringing new forms of care beyond the use of condoms. Through an intimate and observational record, the film strips of all moral judgement to dive into the user’s daily lives of PrEP, bringing up reflections about desire, sex and protection. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,GLORIA,‘Glória’,Arthur Pereira,75,10,27, ,1,4.0,19,"Glória is taken by a man to a phobia treatment institute. However, after breaking the institute’s rules and being judged for her actions, she meets Pepe; a man who falls in love and creates an obsession with the girl, embarking on a limitless journey.","['drama', 'comedy']",drama,comedy,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Tropykaos,Tropykaos,Daniel Lisboa,88,25,4, ,0,3.0,85,"The film tells the saga of Guima, a young poet who believes he suffers from “solar ultra violence” during the hottest summer in 50 years in Salvador. The alleged disease is caused by the relentless heat that hits the city. Under the marginal eyes of Guima, in a mix of reality and fantasy, the film presents a tropical/chaotic Salvador, as opposed to the stereotypical city seen in postcards, on a journey of a search for a redemptive air conditioning that can rid this contemporary antihero of what suffocates his existence. ×",[],--,--,--,--,-,-,--,--,--
2012,['Brazil'],Brazil,--,Kátia,Kátia,Karla Holanda,65,56,11, ,1,3.5,74,Katia Tapety became the first transvestite elected as a politician in Brazil - councilwoman for three times and one time for vice-mayor. This film is the result of a 20-day-living period with her in her small town testifyng some of her experience and the impressions of those around her.,['documentary'],documentary,--,--,--,-,-,--,--,--
1983,['Brazil'],Brazil,--,The Abusers of Virgin Girls,‘Os Violentadores de Meninas Virgens’,Francisco Cavalcanti,42,31,3, ,0, ,82,"In São Paulo, the gang of the former pimp Marcus abducts another virgin woman late night. They trade the virgin girls with three wealthy sick old men that pay a little fortune to deflower the girls. Then the gang of sex maniacs kills the women and dumps their bodies in the backwoods. The police know that the gang has abducted sixteen women and they have already found ten bodies, but they do not have any lead to find the criminals…","['drama', 'crime']",drama,crime,--,--,-,-,--,--,--
2017,['Brazil'],Brazil,--,Clara Estrela,Clara Estrela,Susanna Lira,67,42,12, ,0,3.7,71, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2018,"['Brazil', 'France']",Brazil,France,Look Closely at the Mountains,‘Olhe Bem As Montanhas’,Ana Vaz,76,30,8, ,0, ,30,"“Look closely at the mountains!”: the phrase was coined by artist Manfredo de Souzanetto during Brazil’s years of dictatorhsip. Mining activities were destroying the environment in the state of Minas Gerais in the south west of the country. Through editing, Ana Vaz draws parallels between this region and the very distant Nord-Pas-de-Calais in northern France, also marked by over three centuries of mining. On one side, eroded mountains plague its inhabitants with deadly landslides. Hollow and gutted, these mountains become the receptacles of a ghostly memory. On the other side, in France, mining waste stacks become mountains and reservoirs of biodiversity, where the frontier between nature and technology is now indiscernible. ×",[],--,--,--,--,-,-,--,--,--
2020,"['Brazil', 'UK']",Brazil,UK,Haiku from a Dead Poet,‘Haiku de um Poeta Morto’,Akira Kamiki,36,37,3, ,0, ,5,A poetry film made entirely with a cell phone exploring the regret and longing of a Brazilian immigrant in London.,['drama'],drama,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Doll and Silence,‘A Boneca e o Silêncio’,Carol Rodrigues,101,38,12, ,0,3.5,19,"The Loneliness of Marcela, a 14-year-old girl who decides to terminate an unwanted pregnancy.",['drama'],drama,--,--,--,-,-,--,--,--
1955,['Brazil'],Brazil,--,Samba Fantástico,Samba Fantástico,René Persin,4,83,1, ,0, ,More,Directed by Jean Manzon & René Persin,"['music', 'documentary']",music,documentary,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Between Frames: The Art of Brazilian Animation,"‘Luz, Anima, Ação’",Eduardo Calvet,66,42,19, ,0,3.7,99,"Nearly century-old history, Brazilian animation brings rich and stimulating stories and characters that built the path until nowadays.",['documentary'],documentary,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Air,‘Ar’,Marcelo Oliveira,78,38,14, ,1,3.3,10,An independent gay artist is living in isolation due to a deadly threat. He tries to escape the danger that is surrounding his home.,['horror'],horror,--,--,--,-,-,--,--,--
2015,"['Brazil', 'Portugal']",Brazil,Portugal,Estive em Lisboa e Lembrei de Você,Estive em Lisboa e Lembrei de Você,José Barahona,91,35,5, ,0,3.1,94,"“In the beginning of this project, I wanted to do a documentary film based on this book by Luiz Ruffato. However, I ended up doing a feature film with many links to documentary. I wanted to know what made Brazilians want to emigrate to Portugal. I chose working with amateur actors and non-actors in both cities, so their own life stories and experiences could be in the film. I did the other way round from the writer. He found these people and made them characters of his book. I looked for people who had similar stories to those described in the book, and made them characters of my film. When I read the book, I was seduced by its “false documentary” characteristic. The book was all written as if it was the transcription of an oral interview the writer had done in Lisbon. I decided to keep this narrative in the film, by a narration with the main character talking to the camera. It’s a film about emigration. About dreams and disappointments,” says Barahona ×",['drama'],drama,--,--,--,-,-,--,--,--
2014,"['Brazil', 'Uruguay']",Brazil,Uruguay,The Enemies of Pain,‘Los enemigos del dolor’,Arauco Hernández Holz,89,30,14, ,1,3.1,80,"A German actor lands in Montevideo. Rude and speaking very little Spanish, he gets himself in trouble: only a few hours after his arrival, he gets lost and runs into a group of young men who try to rob him.",[],--,--,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Cova Aberta,Cova Aberta,Ian Abé,94,39,9, ,0,3.2,21,Roberta gives a ride to an unknown girl pursued by a truck driver.,"['thriller', 'horror']",thriller,horror,--,--,-,-,--,--,--
1987,['Brazil'],Brazil,--,The Femme Fatale Meets the Ideal Man,‘A Mulher Fatal Encontra o Homem Ideal’,Carla Camurati,80,46,13, ,0,3.4,13,A poor woman is visited by the fairy godmother who turns her into a brilliant movie and TV star.,"['drama', 'fantasy']",drama,fantasy,--,--,-,-,--,--,--
1970,['Brazil'],Brazil,--,"Um é Pouco, Dois é Bom","Um é Pouco, Dois é Bom",Odilon Lopez,57,32,18, ,1,3.7,48,"Um é Pouco, Dois é Bom is a Brazilian film, with an urban theme, produced and filmed in Porto Alegre, Rio Grande do Sul, in 1970. The film is divided into two parts (Com um Pouquinho de Sorte and Vida Nova Por Acaso) that have different character cores and independent narrative structures.",['comedy'],comedy,--,--,--,-,-,--,--,--
1969,['Brazil'],Brazil,--,A Compadecida,A Compadecida,George Jonas,57,54,7, ,0, ,More, ,"['comedy', 'drama']",comedy,drama,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Ratoeira,Ratoeira,Carlos Adelino,134,20,25, ,0,3.2,More, ,[],--,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Hornzz,Hornzz,Lena Franzz,109,32,26, ,0,3.7,5,"The young girl Lu travel between unique experiences in a world of fantasy, learning how each choice reflects in her life.","['fantasy', 'animation']",fantasy,animation,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Far,‘Longe’,Mariana Stolze,64,31,19, ,3,3.7,7,"During 2018’s presidential election in Brazil, a young woman expects her mother for dinner. But a homophobic social media post makes her rethink this mother-daughter relationship.",['drama'],drama,--,--,--,-,-,--,--,--
2018,"['Argentina', 'Brazil']",Argentina,Brazil,Happy Hour,Happy Hour,Eduardo Albergaria,84,31,6, ,0,2.5,More, ,"['drama', 'comedy']",drama,comedy,--,--,-,-,--,--,--
1968,['Brazil'],Brazil,--,Panca de Valente,Panca de Valente,Luiz Sérgio Person,60,38,8, ,0,3.3,94,"Western spoof. Depicts the conflict between the leader of a gang of country bandits and his former protégé, now a police officer.","['western', 'comedy']",western,comedy,--,--,-,-,--,--,--
2014,['Brazil'],Brazil,--,Amazing World Remix,‘Mundo Incrível Remix’,Gabriel Martins,121,28,20, ,0,3.5,25,"“At nature nothing is lost, nothing is created, everything is transformed.”",['fantasy'],fantasy,--,--,--,-,-,--,--,--
1981,['Brazil'],Brazil,--,O Mundo Mágico dos Trapalhões,O Mundo Mágico dos Trapalhões,Silvio Tendler,162,39,16, ,0,3.1,90, ,['documentary'],documentary,--,--,--,-,-,--,--,--
1972,['Brazil'],Brazil,--,A Culpa,A Culpa,Domingos de Oliveira,50,43,6, ,0,3.3,79,"Heitor and Matilde are two siblings who decide to murder their rich father in order to quickly inherit his wealth. They get the killing done, aided by Matilde’s boyfriend Henrique, but after a while the three of them begin to recieve mysterious notes which suggest that their secret is in danger.","['drama', 'crime']",drama,crime,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,Falas da Terra,Falas da Terra,Antonia Prado,96,18,22, ,0,3.9,43,"‘Falas da Terra’ sheds light on the plurality and the struggle of the indigenous people for the right to exist, in a historical rescue of valuing their cultures.","['documentary', 'tv-movie']",documentary,tv-movie,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Sexual Alphabet,‘Alfabeto Sexual’,André Medeiros Martins,62,48,3, ,0,3.2,80,The film portrays André’s current love affair with his boyfriend Hudson from a set of pornographic and psychedelic experiments that forge both the couple and their doubts regarding the very conditions of the romance they are experiencing.,['documentary'],documentary,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Secrets from Putumayo,‘Segredos do Putumayo’,Aurélio Michiles,66,40,10, ,0,3.5,83,"Documentary about the man who is currently considered the father of violation of human rights inquests, Roger Casement (1864-1916). The actions during the time he spent in Africa, Brazil and in his native Ireland still echo in our days.",['documentary'],documentary,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Náusea,Náusea,Thomas Webber,58,50,6, ,0,3.5,13,"Ana, beset by surreal nightmares, seeks help from her mother, who is unable to see what this nightmares represents. Hopeless, this lonely girl is forced to take a drastic action.",['horror'],horror,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,All of God’s Creations,‘Tudo Que Deus Criou’,André da Costa Pinto,59,62,4, ,0,3.4,100,"An orphan, a blind virgin who seeks sexual pleasure, a young man who prostitutes himself as a transvestite and is sexually abused by his brother-in-law. What was God thinking of when he created each one of them?",[],--,--,--,--,-,-,--,--,--
2008,['Brazil'],Brazil,--,The Beetle KFZ-1348,‘KFZ-1348’,Gabriel Mascaro,81,29,18, ,0,3.5,81,"In 1965 a VW Beetle is sold in São Paulo, Brazil. Forty years later, the car ends up in a Recife scrapyard in the northeast, with the license plate KFZ-1348. The documentary “The Beetle KFZ-1348” presents the stories of this car through its eight owners, whose lives show a unique portrait of a country.",['documentary'],documentary,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Helen,Helen,André Meirelles Collazzo,67,34,15, ,0,3.5,98,"Helen lives in a cortiço with her grandmother, Mrs. Graça, who supports the family with informal jobs, such as selling skewers. Still very naive, her biggest concern is buying her grandmother a birthday present: a makeup kit. The girl is going to bend over backwards to get the money and her search will reveal the daily life of those living in tenements, outlining a collective story from the network of relations that the girl establishes.",['drama'],drama,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,A Escada,A Escada,Raul Carneiro,77,27,28, ,0,3.7,More, ,['horror'],horror,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Faith and Fury,‘Fé e Fúria’,Marcos Pimentel,68,34,13, ,0,3.5,103,The documentary starts from the religious conflicts that exist in Rio de Janeiro and Belo Horizonte’s favelas and suburbs to analyze the growing conservative wave that hovers over the country.,['documentary'],documentary,--,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Os Irmãos Mai,Os Irmãos Mai,Thais Fujinaga,126,28,20, ,1,3.5,More, ,[],--,--,--,--,-,-,--,--,--
1957,['Brazil'],Brazil,--,O Gato de Madame,O Gato de Madame,Agostinho Martins Pereira,93,36,8, ,1,3.4,90,Rich woman offers a large sum of money to whomever finds her stray cat.,['comedy'],comedy,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Beco,Beco,Camilo Cavalcante,31,45,6, ,0, ,72, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2002,['Brazil'],Brazil,--,The Devil Baby Was Born in São Paulo,‘Nasceu o Bebê Diabo em São Paulo’,Renata Druck,69,24,12, ,0,3.1,51,"An investigation into three São Paulo urban legends: The Devil Baby, the Blonde of the Bathroom and the Clown Gang. Originated in rumours, they were reported by the extinct tabloid Notícias Populares (NP) at different times. From this search, a universe is revealed where fantasy and reality are confused.",['documentary'],documentary,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Território do Brincar,Território do Brincar,David Reeks,89,24,25, ,0,3.9,90,A documentary about child gestures.,['documentary'],documentary,--,--,--,-,-,--,--,--
1974,['Brazil'],Brazil,--,The Star Rises,‘A Estrela Sobe’,Bruno Barreto,48,50,14, ,1, ,105,"A veteran popular singer remembers her early days before fame as a humble woman who faced many obstacles in order to achieve fame, notoriety and make her dreams come true. Her life, the songs, the men she knew and helped her on her ladder to success all have a big influence on her life.",['drama'],drama,--,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,saberá me ver com vida,saberá me ver com vida,João Pedro Faro,86,35,14, ,0, ,48,"An eldery woman travels back to her birthplace, next to her son.",['documentary'],documentary,--,--,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,Magalhães,Magalhães,Lucas Lazarini,108,13,32, ,0,3.7,22,"In the municipal elections of 1992, Magalhães Teixeira is elected mayor of Campinas. Film-file about a politician in campaign, the embarrassments of his team and the distrust of voters amid the impeachment of then-President Collor.",['documentary'],documentary,--,--,--,-,-,--,--,--
2014,"['Brazil', 'USA']",Brazil,USA,Dark Noir,Dark Noir,Rafael Grampá,101,36,16, ,0,3.5,4,"My name is Vincent Black. I’m a cursed man, I see things other people can’t…Damned from the day is was born, found on the streets with the rats. But I’ve always been one step ahead. I can see the world of ideas and the daemon creatures that live in it.","['animation', 'thriller']",animation,thriller,--,--,-,-,--,--,--
1995,['Brazil'],Brazil,--,Punk Rock Hardcore,Punk Rock Hardcore,Marcelo Gomes,76,20,14, ,0,3.6,More, ,"['documentary', 'music']",documentary,music,--,--,-,-,--,--,--
2005,['Brazil'],Brazil,--,Mais uma Vez Amor,Mais uma Vez Amor,Rosane Svartman,137,41,6, ,0,2.9,96,"In Rio de Janeiro, the teenagers Lia and Rodrigo have opposite behaviors and personalities. The clumsy Rodrigo is responsible and good student, while the emancipated Lia is totally irresponsible. They have their first sexual intercourse together on April 23rd, and they schedule to meet each other every year in the same date. Along the years, Rodrigo graduates in engineering and gets married with Clara (Christine Fernandes), having a son. The single mother Lia has a life without any commitment, moves to Paris and comes back to Brazil later. After a comedown, Rodrigo leaves his family and quits his job to live with Lia. Written by Claudio Carvalho, Rio de Janeiro, Brazil ×","['romance', 'comedy']",romance,comedy,--,--,-,-,--,--,--
1983,['Brazil'],Brazil,--,Chapeleiros,Chapeleiros,Adrian Cooper,81,39,16, ,0,3.6,More, ,['documentary'],documentary,--,--,--,-,-,--,--,--
1963,['Brazil'],Brazil,--,"Lampião, King of the Badlands","‘Lampião, Rei do Cangaço’",Carlos Coimbra,48,53,7, ,0, ,103, ,"['adventure', 'drama', 'action']",adventure,drama,action,--,-,-,--,--,--
2017,['Brazil'],Brazil,--,A Fera na Selva,A Fera na Selva,Paulo Betti,76,30,8, ,0,3.3,90, ,['drama'],drama,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Gypsy River,‘Rio Cigano’,Julia Zakia,76,38,8, ,1,3.3,81,A gypsy girl travels across the vast lands of Brazil to save her long lost childhood friend from a violent countess who drinks the blood of young women.,"['drama', 'fantasy', 'action']",drama,fantasy,action,--,-,-,--,--,--
